iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,t_opt,kl_dist,surr_improvement,running_score,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
0,13.887456893920898,-3.1188524650188527,7.026265058352533,63.106917531724044,-7.847447353278403,0.0,20.275892734527588,0.052938603,0.00027971933,-3.1188524650188527,0.0,40000,1.4108433723449707,0.9919306436772477,0.8651478453301166,-3.9860369512579066,0.0
1,15.963441371917725,-1.9818006593575888,9.28088399095157,59.62473506086248,-7.183192760464464,0.0,37.54883360862732,0.031977132,0.00024424362,-3.0051472844527263,0.0,40000,3.5396666526794434,0.9051367286492993,0.7630803491163538,-3.372484707130133,0.0
2,10.532367706298828,2.7415450069060436,61.89882538602835,866.3105656787525,-12.562006885051794,0.5,47.15125107765198,0.04289742,0.0002205078,-2.4304780553168492,0.5,40000,9.816219329833984,0.9732682176399946,0.8716407623463338,-3.2842720524408464,0.0
3,9.650167465209961,-2.5333145137839947,7.2274068538034575,48.241925702485325,-11.580412002492682,0.0,19.291386127471924,0.027538963,0.00029854456,-2.440761701163564,0.0,40000,13.932547330856323,3.1097338738343168,0.8292591237378617,-3.024258736011755,0.0
4,11.212196111679077,-0.9283513251825687,9.411812051103075,47.14761267116407,-11.175653548270104,0.0,21.784907817840576,0.033309087,0.0002954116,-2.2895206635654644,0.0,40000,6.437358617782593,0.8828500010096286,0.816247224828966,14.610995538862245,0.0
5,10.692638158798218,-0.29487908204476243,12.476157135791738,63.36931157382696,-11.151512299070346,0.0,18.391079425811768,0.03036992,0.00029363867,-2.090056505413394,0.0,40000,7.503850221633911,0.8227724026173631,0.7082271078542066,4.508784016823259,0.0
6,9.998499393463135,0.8989769519089869,18.865780728500845,149.99873019829994,-16.18523513456312,0.0,29.166064262390137,0.0381593,0.00028402166,-1.7911531596811558,0.0,40000,10.020567893981934,0.8192440665585548,0.7560193171302199,7.325200178825355,0.0
7,11.482347249984741,-0.5853740543892101,11.528320501044096,70.03749768770422,-12.540241650515974,0.0,31.219483375549316,0.032229945,0.00028505162,-1.6705752491519612,0.0,40000,8.839356660842896,0.8180495507866675,0.7125731766612842,11.845797336099281,0.0
8,10.572548151016235,0.6201228952436801,14.026610611102218,77.64971305563199,-12.238449851111167,0.0,34.612226724624634,0.033221226,0.00029389697,-1.4415054347123972,0.0,40000,10.785972356796265,0.701854799797093,0.6037901735820397,3.798771708820337,0.0
9,9.895469188690186,2.3031653786427224,23.30700683196386,225.4966851152193,-11.792178710310464,0.0,36.19550967216492,0.041526165,0.00032400046,-1.0670383533768852,0.0,40000,5.5794758796691895,0.8613288149826797,0.7504087771626204,0.9288262523277883,0.0
10,10.82804560661316,1.0614457032460418,21.151892671580224,244.93177484313318,-10.021208021317713,0.0,39.42399764060974,0.041290343,0.00034699193,-0.8541899477145926,0.0,40000,7.797176122665405,0.9000391898736722,0.7315722893038602,4.408815629264505,0.0
11,9.819465637207031,2.2050850120490715,20.144282015496152,204.648954776588,-6.988776320486392,0.0,24.6342613697052,0.038138546,0.0003085488,-0.5482624517382262,0.0,40000,8.832188844680786,0.8159594917220991,0.7455061791278366,3.220143778082502,0.0
12,9.954684972763062,3.655907134440342,24.93716751373231,277.2061848228409,-10.305813520620253,0.0,20.243082523345947,0.03370747,0.0002968841,-0.12784549312036936,0.0,40000,6.772340297698975,0.8594830493203678,0.7737765363554411,27.8048289941227,4.0
13,9.79835295677185,7.328875714961981,36.27992136429427,399.8226985923656,-14.62458875050147,0.0,24.872015714645386,0.040294256,0.0002968345,0.6178266276878658,0.0,40000,7.7744269371032715,0.8306833121561964,0.7091539139444888,5.51821293276261,0.0
14,10.834931135177612,11.385248602665518,77.63874485763424,918.9166804581922,-12.437531303063809,1.0,19.999719619750977,0.051569562,0.0003754097,1.6945688251856312,1.0,40000,5.276255130767822,0.8838247109332327,0.7380575891455189,9.980331423994944,0.0
15,9.970714092254639,9.596063974151882,34.977891844743446,355.8115586536112,-13.245584698534138,0.0,26.07381558418274,0.04069331,0.0003258161,2.4847183400822566,0.0,40000,7.287060737609863,0.97018147865415,0.6832972931357776,5.864968572531545,0.0
16,13.058785915374756,12.439282330731318,53.981325307288465,595.4573666704416,-16.127149038408717,0.5,19.71012258529663,0.059807736,0.00034900918,3.480174739147163,0.5,40000,11.674769401550293,0.9024722798640016,0.73621029903911,47.8083950664328,4.0
17,12.16258692741394,13.450809626154328,51.603984837120564,584.0577130901851,-12.763980429553163,0.5,28.073826789855957,0.03121558,0.00031094073,4.477238227847879,0.5,40000,6.940798044204712,0.857729595452538,0.6706087061758975,20.488923996193872,0.0
18,10.179404258728027,17.882834659183942,58.16605241579177,432.1346115780856,-9.547458834967003,0.0,43.96990156173706,0.0358514,0.0003194518,5.817797870981486,0.0,40000,10.04544973373413,0.7418508939009931,0.6429433888562867,40.348224916785746,4.0
19,10.131084442138672,14.470045769016696,55.469902732760914,599.6222459014682,-17.415730567886747,1.0,29.148993492126465,0.03995212,0.00031015914,6.6830226607850065,1.0,40000,13.841710567474365,0.8781596664281153,0.7116086278338236,37.07994507004908,4.0
20,10.104655027389526,11.992907596832879,38.42921255072436,307.35476690249897,-14.13679233163189,0.0,22.04605746269226,0.032475766,0.00032400864,7.2140111543897945,0.0,40000,8.916496276855469,0.7644622191557581,0.6512786869919085,54.17070327588071,4.0
21,11.080182075500488,23.328923274706884,93.63270326169875,962.1394482733534,-13.378719848265876,1.0,24.252456188201904,0.046417613,0.0003259777,8.825502366421503,1.0,40000,14.332674741744995,0.8458276725053724,0.6838361995145547,31.134604338981934,0.0
22,10.094457626342773,21.325000114983126,75.65007573461281,639.5577507381698,-6.823291878416647,1.5,18.222020864486694,0.04341935,0.00036840967,10.075452141277665,1.5,40000,5.423422336578369,0.7516362336198026,0.5974082656995291,43.319173086287485,4.0
23,10.197453737258911,34.87234312226837,108.9327385475335,1121.6467494065641,-12.586573532066843,1.5,25.918943166732788,0.042386364,0.00032407575,12.555141239376736,1.5,40000,5.519683837890625,0.7799204291308118,0.6534701845679916,30.870521176370602,4.0
24,10.399279356002808,29.72513076173459,79.78379990470707,476.77218261231155,-13.36447785900498,2.0,20.246248245239258,0.040809702,0.00031382238,14.272140191612522,2.0,40000,8.770862817764282,0.6563511806817238,0.5375048725630733,81.282540236401,4.0
25,10.514264106750488,39.84767030819529,125.85386514965211,1020.700401114863,-12.871723112643767,2.5,24.786678314208984,0.03625146,0.00030560538,16.8296932032708,2.5,40000,7.071584463119507,0.7708284376887888,0.632558857908122,65.72897564715635,4.0
26,10.41732382774353,35.96562268221952,105.93759860272158,987.5347492061867,-13.29166264816991,1.5,37.30726504325867,0.03891378,0.00029558828,18.74328615116567,1.5,40000,7.812319755554199,0.7618365633555007,0.6177799514341781,84.79852860338382,4.0
27,11.218801259994507,42.535161292662195,112.57442343877128,861.7496663499418,-10.74199656590112,3.5,17.92027997970581,0.035093464,0.00031889798,21.122473665315322,3.5,40000,5.536040782928467,0.632124639263643,0.5057096636195101,51.1556415442816,4.0
28,10.513193845748901,41.46752370150102,109.92353828827285,876.1703406076352,-13.526631886217967,2.5,30.741852521896362,0.037015352,0.0003275429,23.156978668933895,2.5,40000,5.9499688148498535,0.6524188997375409,0.5356452344150527,81.7464462905623,8.0
29,10.415778636932373,45.020672207356895,112.34756692590736,1013.9621733862715,-12.786172748034678,1.5,26.19466209411621,0.03523041,0.0003452877,25.343348022776198,1.5,40000,12.246796607971191,0.6584091062227155,0.5601273835656759,44.585078034620025,0.0
30,10.291497707366943,48.994125667751824,115.82819950024108,811.5634807407504,-9.775664435022474,1.5,35.36061120033264,0.039912105,0.00033045345,27.70842578727376,1.5,40000,4.682411193847656,0.675459348063014,0.5544244525909046,35.8946760473989,4.0
31,10.699073553085327,44.63302583337534,95.74421415925983,776.0581338173671,-9.90161216051814,1.5,44.684261083602905,0.033184007,0.00032012357,29.40088579188392,1.5,40000,6.795465469360352,0.6400583726925287,0.4836666656671587,72.41411806857027,4.0
32,10.808443546295166,61.92861489483349,138.2035777414004,988.1939348348492,-9.60208386416581,4.0,17.67914843559265,0.033847928,0.00029689225,32.65365870217887,4.0,40000,4.545559883117676,0.6585471096860781,0.5179558655363788,138.20924648838195,12.0
33,10.791240215301514,68.49732154457799,142.724466037608,972.8419576062319,-12.60693835467689,3.5,19.907943725585938,0.036801595,0.00029239533,36.238024986418786,3.5,40000,5.145991086959839,0.65099191082987,0.5390412323316021,63.906143904762175,8.0
34,10.575995922088623,77.97181471389892,199.56012498726034,1655.0324911943326,-13.02425687504102,4.0,31.831604719161987,0.035718758,0.00031010524,40.4114039591668,4.0,40000,17.34494972229004,0.6591616740874006,0.48563911736443355,87.67417419864114,4.0
35,10.79023265838623,60.01193932677379,118.00144245052891,697.3068856407551,-8.376381189441254,3.0,35.872056007385254,0.03309622,0.00033183058,42.3714574959275,3.0,40000,9.07335352897644,0.8641916146341336,0.5394085097401948,110.46977190360555,4.0
36,11.017669200897217,93.04710931151055,216.07648951068134,1863.9383832282606,-5.426001695091081,6.0,68.08162426948547,0.03863498,0.00030293112,47.43902267748581,6.0,40000,14.887568950653076,0.7412342151338872,0.549066211327322,76.35126403581498,8.0
37,10.933041334152222,86.31961549047556,172.90780958963376,1172.7546291617534,-5.425066690677093,6.5,34.32493352890015,0.03549174,0.00032875716,51.32708195878479,6.5,40000,3.7693891525268555,0.6816541998474881,0.4867455206436573,53.119591328966074,4.0
38,11.084234237670898,91.55062597133292,152.28381568165508,1146.1683115145333,-15.319961278547497,5.0,34.52526116371155,0.039809197,0.00032273095,55.349436360039604,5.0,40000,6.236346006393433,0.5937007527497141,0.48788631748500166,39.604347476746604,4.0
39,11.193771123886108,143.0131934734255,236.92089189597831,1564.4257263457453,-12.614752267262912,11.0,19.41613531112671,0.034963224,0.0003032656,64.1158120713782,11.0,40000,4.991687536239624,0.5579592950577865,0.47185203269074927,158.2725385361422,16.0
40,11.389349460601807,118.70364020849877,192.85079451185703,1082.0732949008946,-8.38837675780006,8.0,42.167707204818726,0.032695327,0.00031039186,69.57459488509025,8.0,40000,4.705182075500488,0.5705822046810938,0.47217424559569526,46.113719033439295,4.0
41,11.188853740692139,157.55636269640985,296.53912277064813,1887.0997167964358,-15.783533259248495,10.5,18.59724235534668,0.036299925,0.00029798847,78.3727716662222,10.5,40000,9.30412745475769,0.5295762164206753,0.4572864330676505,31.779334193946408,0.0
42,12.300398588180542,147.73832407905292,231.2648626771429,1261.886540817077,-11.922929865012396,11.0,27.615922689437866,0.033900917,0.00030494816,85.30932690750528,11.0,40000,11.895167827606201,0.5644008849856591,0.43878235980913616,79.28970492593487,4.0
43,11.79832911491394,154.86950939176745,267.80187472517173,1729.398915343196,-5.68081773044818,12.0,43.214537382125854,0.034775373,0.00033008127,92.2653451559315,12.0,40000,7.064621210098267,0.4950810716146738,0.43511807373997397,111.6425337536501,16.0
44,12.083004474639893,215.1326643837423,316.5841299449813,1607.6082254882308,-16.18330552723844,16.5,48.24804925918579,0.03079454,0.00029243276,104.55207707871259,16.5,40000,4.309823513031006,0.5493241256264919,0.4523785112622315,57.99596995227164,4.0
45,11.801968574523926,170.93197390149123,234.18801442092752,1105.185649396445,-8.02125639061698,15.5,31.472776412963867,0.03069936,0.0003164652,111.19006676099046,15.5,40000,13.85212516784668,0.4698596873988049,0.3834688629627788,100.39765510777083,8.0
46,11.88016390800476,241.85772779502332,355.48502498076675,1847.6791487057014,-14.406026540640871,21.5,22.20178246498108,0.030647548,0.00030731648,124.25683286439374,21.5,40000,15.10372257232666,0.47378586701791764,0.36850362328421166,80.36185447667094,4.0
47,11.715062618255615,281.40150116306233,380.3625933975064,1868.0726224604302,-7.958785077409466,25.0,49.4451117515564,0.031309936,0.00030784367,139.9712996942606,25.0,40000,5.167933702468872,0.39129837691757885,0.33792044952547123,179.74554480987823,28.0
48,11.819012880325317,249.83772736033032,343.0766333256672,1677.9226917276894,-14.003324729663888,23.5,34.50943088531494,0.03602474,0.00032105428,150.95794246086757,23.5,40000,9.207907438278198,0.4173593621558004,0.35011287941925917,120.30037230084774,8.0
49,11.926449537277222,314.1236258926128,427.11895143846544,2693.6515008376596,-7.424495190972602,29.0,39.049067735672,0.03232232,0.0003052008,167.2745108040421,29.0,40000,10.08159589767456,0.4872624812404417,0.35282105066350383,154.59463234971648,16.0
50,12.184841871261597,332.25849061867467,446.0191034435154,2570.684013380489,-5.788035052877899,28.5,19.229515075683594,0.032126766,0.00029797392,183.7729087855054,28.5,40000,4.862991094589233,0.4190949231720097,0.35142399810742814,166.12735003572013,16.0
51,12.482225179672241,355.1631335798654,452.2308496710484,2624.451498947815,-5.63477431723066,33.0,20.09331703186035,0.030793132,0.00030152986,200.91193126494142,33.0,40000,8.202808856964111,0.38729992367142424,0.3419077433438811,182.05414667450898,12.0
52,12.227031946182251,370.4724929300498,457.92721608385034,2031.560204736254,-16.535227205681934,34.0,27.70083999633789,0.029835321,0.0002844028,217.86798743145226,34.0,40000,7.667294025421143,0.41331137906477755,0.35862710989842916,341.32621431975423,32.0
53,12.400429487228394,317.69283491436016,393.21931063928827,2607.5091070332996,-16.523619000596888,32.5,27.552112102508545,0.032872953,0.0003118548,227.85047217974306,32.5,40000,7.089992523193359,0.4507622802567686,0.38931702436262894,349.90334890161813,24.0
54,12.652963399887085,461.05766640640564,544.293961883815,2602.6650767090546,-7.042112291169558,40.0,29.478113889694214,0.03118447,0.00030084935,251.17119160240935,40.0,40000,4.244734764099121,0.41802167163097703,0.28750578296535256,218.68894944562294,16.0
55,12.700382232666016,494.5462194915653,572.4963650614477,2614.4403193013804,-8.893708037124185,43.5,24.26380443572998,0.031344455,0.00032423882,275.508694391325,43.5,40000,17.98163104057312,0.3490718644526828,0.2826691797721486,242.60302191435224,20.0
56,12.398767232894897,474.7260277460093,546.3576433348612,3103.2045814387047,-12.725281077642453,45.0,33.47990417480469,0.032235473,0.00035384856,295.4304277267934,45.0,40000,17.248720407485962,0.34473084966353174,0.2888821945992342,307.31151399149144,24.0
57,12.892895221710205,566.8572530787065,575.8776994148196,2347.362177353383,-10.478205509970094,51.0,31.874684810638428,0.028817743,0.0002914264,322.57311026198477,51.0,40000,15.461972713470459,0.31495435682097067,0.26960666909564296,337.754426378097,20.0
58,14.212608814239502,616.0153814258438,626.553217258303,3006.311156292711,-14.00187341027992,51.0,27.2198486328125,0.031029055,0.0003173506,351.9173373783707,51.0,40000,3.5836963653564453,0.2963940947935124,0.24707531597323107,359.77826609693983,36.0
59,12.234455585479736,577.1759849818224,597.972974302918,2228.1418851248714,-6.644816891478541,49.5,28.620397329330444,0.029523538,0.00029930472,374.44320213871583,49.5,40000,9.524047136306763,0.30310868916547706,0.24233093125269378,286.6005535204602,24.0
60,12.888343811035156,626.1193235197098,615.9298847806867,2763.4566079419865,-7.202546825090714,53.5,25.603747367858887,0.029527122,0.00032079988,399.6108142768153,53.5,40000,4.4489991664886475,0.3031228523788601,0.2587932763263145,490.5803568929454,48.0
61,12.98558521270752,779.6074171249621,690.6617776481626,2501.8731186790787,-10.580532485117327,61.5,25.612202644348145,0.031621106,0.0003213479,437.61047456163,61.5,40000,16.531392097473145,0.27336925179842547,0.21008907216305356,522.4626888527167,36.0
62,12.514046669006348,708.9210893707437,700.3339177270644,2494.9173664308314,-11.470346165815597,56.0,28.94822859764099,0.031245658,0.00031817163,464.7415360425414,56.0,40000,4.468811988830566,0.2918905344664433,0.24102919890308372,545.5278075661332,40.0
63,12.3033607006073,781.5032052370324,764.1235622876495,3730.347588793715,-11.765448358170364,60.5,37.466877698898315,0.028820178,0.0003146591,496.41770296199047,60.5,40000,5.139024496078491,0.2610883887314452,0.21680910619501834,614.3079422633898,52.0
64,12.795435667037964,887.8135174506845,722.5158049779328,2677.6510291793024,-12.980376906822027,66.5,26.152989625930786,0.030441416,0.00032221217,535.5572844108599,66.5,40000,15.186007022857666,0.2525882380841677,0.20871877580305107,815.3666801739757,68.0
65,12.806824445724487,907.3445057057388,674.3049417005077,2759.593305885786,-5.420631268505654,70.0,36.85141682624817,0.030790979,0.00032195926,572.7360065403478,70.0,40000,5.149174928665161,0.213924520601931,0.18379809749347326,968.1511137544006,64.0
66,12.778027534484863,1057.4343096636617,828.2929672158351,3286.1770281759386,-5.659844121493777,72.0,39.82479429244995,0.030027498,0.00032542582,621.2058368526792,72.0,40000,7.0246100425720215,0.22088314937082057,0.18724264203827995,941.2855693934893,72.0
67,12.99681305885315,986.7253080750068,752.1112707921094,3016.9510192853545,-15.054108896911405,72.0,34.97891068458557,0.029046811,0.00033267649,657.7577839749121,72.0,40000,17.647937297821045,0.2108081250932678,0.17913255572682377,1021.8510529854441,72.0
68,12.895886182785034,1220.4785085336343,831.9449496892926,3472.9594610147833,-11.130700628755053,78.0,42.63944721221924,0.029042924,0.00031989414,714.0298564307843,78.0,40000,2.721087694168091,0.1983542275060472,0.16117100534539947,840.9618190291674,64.0
69,13.191301107406616,1136.722772827569,863.3173815056471,3861.236367003054,-12.53070268026342,73.5,35.824721336364746,0.031009208,0.00034499826,756.2991480704628,73.5,40000,4.026738405227661,0.20499037461976374,0.1740059935447664,861.106846750811,80.0
70,13.214492082595825,1291.042200633361,867.4190225025933,3994.9416035020863,-4.71792021877632,78.0,39.89265275001526,0.029326517,0.00032914744,809.7734533267527,78.0,40000,4.873870611190796,0.17380587180087817,0.14333183845774045,1081.1504334950928,84.0
71,12.923074007034302,1257.0945301120266,879.9930285982284,3379.4350571425603,-4.108687095982282,75.5,21.545297622680664,0.029621944,0.0003218103,854.5055610052801,75.5,40000,5.148632287979126,0.1837681695217878,0.1561961492589586,954.5704423246398,72.0
72,13.722722053527832,1392.8521284739136,895.0053973434927,3790.087179354088,-10.79784560794941,80.5,41.90494704246521,0.028877065,0.00031954155,908.3402177521434,80.5,40000,14.796614646911621,0.16914462484884,0.1412338736658966,1331.4258488722594,84.0
73,13.791455268859863,1383.1451588538503,927.6773129004893,3488.3369529003858,-11.836857565127433,79.5,61.55804181098938,0.030971719,0.00033985614,955.8207118623142,79.5,40000,8.228141069412231,0.16230897657180823,0.13566109840673912,1356.9246529255367,84.0
74,13.41640853881836,1487.2285760002571,987.0629819981418,3498.343735679215,-8.288205496399593,78.5,24.141820907592773,0.029403647,0.0003155859,1008.9614982761085,78.5,40000,7.653205156326294,0.1548432904657997,0.12986281097879188,1307.6832530643787,88.0
